money	runtime_MS	avgSlowdown		avgStretch	maxStretch	unfairness	unfairnessNorm
3490.8899999999962	1345183237	0.011698290437931082	85.73199560489672		90.2012585368784 	43.02499427086154	0.00591381217178613
3489.444999999997	1369392953	0.011507225419603103	87.23671259887708		91.80395601302432 	41.818071180676114	0.005682714247149336
3490.0499999999965	1348705243	0.011513407621654297	86.98722839595897		90.57223513498305 	33.48559872474161	0.00443504006990326
3490.219999999996	1348410727	0.011522344440161609	86.924039002635		90.57223513498305 	34.11749265798116	0.004524408254976348
3489.529999999997	1366748197	0.011640187042710885	86.36009732827976		91.80395601302432 	50.58422388664927	0.007012330478227141
3489.9649999999965	1352841374	0.011475187202631108	87.25662599198247		90.57223513498305 	30.791622764506542	0.004052835879671358
3489.674999999997	1364991975	0.011364323624397783	88.10865218429407		91.6859912499531 	31.467996733387807	0.004058946918402901
3489.7349999999965	1363669226	0.011383010592008243	87.9641354573929		91.45045674834154 	31.415576098912894	0.004064798682589967
3489.8199999999965	1361485412	0.011387961867620488	87.9282271677406		91.45045674834154 	31.77465899543583	0.004114311438712421
3489.359999999997	1370081975	0.011330412372166334	88.36545694387874		91.80395601302432 	30.530627730659532	0.003914583772781624
