money	runtime_MS	avgSlowdown		avgStretch	maxStretch	unfairness	unfairnessNorm
7953.7800000000025	172761	0.10389912933760119	61.551728267813		118.94654576350638 	565.3487667769266	0.954304843913398
7950.930000000006	221599	0.08099823985472411	79.0242917158876		152.5716776045939 	725.8774977010793	0.7440237676865377
7951.700000000006	221210	0.08099939243431209	78.99750893140383		152.30384975975622 	725.6096698562416	0.7440122418906578
7926.419999999998	291180	0.06050565142515289	104.4711824336656		200.47843665768193 	958.5192784407959	0.5551371459514691
9857.040000000008	43943	0.10359526623184309	60.97945698257674		116.94272725497088 	559.4517386237811	0.9504274761232787
7954.350000000002	172697	0.10390592863328514	61.45630168864975		118.90248154224773 	564.3945009852941	0.9542368509565585
8261.510000000004	129347	0.060737323789320244	104.49134726034131		200.84937888198752 	959.0647882661516	0.5574723829972547
7924.139999999999	326309	0.05401890857889195	117.09691664563363		224.66487460447672 	1074.4292573102168	0.4956535540701787
7953.040000000006	221080	0.0809997785193889	78.98855838646067		152.2143443103246 	725.5201644068098	0.7440083810398898
8258.830000000004	129911	0.060726675120830964	104.92085036593137		201.72515527950304 	963.3598193220522	0.5575788696821474
