money	runtime_MS	avgSlowdown		avgStretch	maxStretch	unfairness	unfairnessNorm
1285.0350000000026	32966	0.05351851110388811	19.22858649529778		22.697204968944096 	64.04748373520219	0.17860020028512852
1282.3550000000025	32967	0.05351844428208404	19.22862092047064		22.69789347240126 	64.04817223865933	0.17860153672120987
1282.2700000000025	32984	0.05350892466883308	19.233509295016518		22.70959803117309 	64.14593972957695	0.17879192898622917
1282.1850000000027	33063	0.053299855639264836	19.287525871817415		22.763989804289228 	62.910006412239504	0.17429943998667508
1282.1000000000026	33080	0.05329500034915041	19.29003890943607		22.775694363061053 	62.96026716461264	0.17439654578896358
1281.1850000000027	33214	0.05339544029860303	19.258586021229906		22.867953826321337 	63.19274693740813	0.17560416417699407
1281.1000000000026	33222	0.05338258489012622	19.26526450476442		22.873461853978668 	63.326316608098395	0.17586127234653035
1280.9300000000028	33303	0.05322591588707879	19.31821750415726		22.929230634009137 	63.163688121472084	0.17448596327508628
1280.8450000000028	33332	0.05319340947854776	19.335085838857836		22.94919723426696 	63.50105481548356	0.17513609144570694
1280.7600000000027	33390	0.05313348841905089	19.366171769948895		22.989130434782606 	64.12277343730474	0.17633451263564429
