money	runtime_MS	avgSlowdown		avgStretch	maxStretch	unfairness	unfairnessNorm
4623.0	46619028	0.1931731068091887	5.183170706373954		5.366249654224318 	1.830789478503645	0.06823222917223509
3508.349999999993	181646482	0.1924326094243083	5.204670687978291		5.40993279869696 	2.0464112239249515	0.07566207959252838
3503.7899999999963	194581948	0.1862812636226322	5.397495378250305		5.7951866225493225 	3.9746581266450933	0.1371755376092894
3474.719999999996	366567409	0.09891373385490707	10.164797596520428		10.917387592909524 	7.458794173514908	0.07260360169242658
3474.1499999999965	366625660	0.09890817304315322	10.165460194334603		10.919122468212294 	7.465420151656646	0.07265920980996501
3473.0099999999966	366911777	0.09739814105101674	10.308853280027217		10.927643820927315 	6.118885600046589	0.058292489066891204
3472.439999999997	373427728	0.09574136269205219	10.488162020004015		11.121706797768244 	6.013841608835163	0.055653064099533175
3471.869999999997	391080186	0.09033534649926522	11.099345343877195		11.647445642035102 	5.384948114392408	0.04408690298917457
3471.299999999997	391504477	0.09032604192739865	11.100608999397423		11.660082197237376 	5.397584669594682	0.04417994870784005
3470.7299999999973	392336931	0.09022944353274495	11.113730048556459		11.684874971357859 	5.5287951611850445	0.04514593265437723
