money	runtime_MS	avgSlowdown		avgStretch	maxStretch	unfairness	unfairnessNorm
571.1399999999998	199861992	0.09674092772956044	53.06929111886065		100.81300252421181 	190.48457931276397	0.3472379327021946
572.2799999999996	183648081	0.10500579086678884	48.739692033976425		92.63449377318152 	174.87797189603324	0.3767606754841685
594.96	81879223	0.10409811300903192	49.097617827256464		93.14682539580326 	176.1330648198291	0.37344214442586926
798.6400000000007	47168034	0.1054454673749806	48.394485471860584		91.9626552948348 	173.57757485334798	0.3782034494057264
596.3	81692656	0.10421046478116056	48.96309435975389		92.9345844494814 	175.61484455425318	0.37376939518805485
573.99	181589493	0.10546188729932512	48.26680576581886		91.59611506413557 	173.06710480093224	0.378147720336944
574.56	180377981	0.10549493580614241	47.99251815291384		90.98501256739816 	171.96997765793725	0.378016458644739
592.2800000000001	85425343	0.10136090267957024	51.1271817366824		97.18093573992032 	183.72065058606796	0.3642307946097524
593.62	82360959	0.1040693633225328	49.3483362402656		93.69485427828145 	177.13593847186561	0.37355714317186584
613.7199999999999	80912272	0.10543461336835998	48.492165747792875		92.04680987705198 	173.96844283683865	0.3782527404501807
