money	runtime_MS	subdagMeanMoneyFragment	subdagMeanResponseTime	subdagMinResponseTime	subdagMaxResponseTime	unfairness	subdagMeanMakespan	subdagMinMakespan	subdagMaxMakespan
645.7449999999997	1654541151	360.9822262	7.4120297958551085	1.1940030156212658	17.874414323328068 	1.509537408208525	7.4120297958551085	1.1940030156212658	17.874414323328068
645.8299999999996	1654541151	349.58042119930553	4.161902557835098	1.1940030156212658	9.381462295945234 	1.3603090224246979	4.161902557835098	1.1940030156212658	9.381462295945234
645.9149999999997	1654541151	345.38517624548615	3.8726520444069776	1.1940030156212658	8.224460242232754 	1.3453136869286295	3.8726520444069776	1.1940030156212658	8.224460242232754
645.9999999999997	1654541151	341.7067260795139	3.815621659994129	1.1940030156212658	7.996338704581358 	1.3418449792372575	3.815621659994129	1.1940030156212658	7.996338704581358
646.0849999999997	1654541151	342.14277574305555	3.007363380698725	1.186108445043127	8.224460242232754 	1.0083953972894182	3.007363380698725	1.186108445043127	8.224460242232754
646.1699999999997	1654541151	334.8901420069444	1.3063767133738171	1.186108445043127	1.4206452869931543 	0.2697746707876404	1.3063767133738171	1.186108445043127	1.4206452869931543
648.4649999999997	1654541503	335.4494924107639	1.306376777104526	1.186108445043127	1.4206452869931543 	0.2697744932373658	1.306376777104526	1.186108445043127	1.4206452869931543
646.2549999999997	1654541532	344.626487684375	1.3063767823550674	1.186108445043127	1.4206452869931543 	0.26977447860964765	1.3063767823550674	1.186108445043127	1.4206452869931543
645.5749999999996	1704011143	361.5564652864583	7.478413670491882	1.231241896423114	18.066884149552397 	1.4605742166807423	7.478413670491882	1.231241896423114	18.066884149552397
644.9799999999996	2420800906	342.96221446527784	10.212430234809748	1.7361413134319712	27.692607898894156 	1.0068369525276901	10.212430234809748	1.7361413134319712	27.692607898894156
