money	runtime_MS	avgSlowdown		avgStretch	maxStretch	unfairness	unfairnessNorm
6838.019999999997	46630	0.15136754445560896	8.020378292144677		13.93437550083568 	35.48398325214601	0.48581726301689865
5555.320000000025	79909	0.16453801690481726	6.585234248940042		12.567204993474826 	15.84415967420972	0.35429257190220587
5555.440000000025	79909	0.16519118071765237	6.489902323670448		11.6138857407789 	14.890840421513794	0.34776093377385475
5809.835000000019	1380825	0.19951960890259407	5.012067539964094		5.024091627172196 	0.12024087208102685	0.004786530029006503
6842.039999999997	46630	0.15202249290143688	7.8969634370722135		13.522992650594134 	33.75617528113152	0.4792677785586196
5327.800000000021	311372	0.19789386965250927	5.053781573686463		5.107356274469401 	0.5357470078293902	0.020978557737067888
6837.419999999997	46630	0.14959807306845202	8.394717189046936		15.182171823843213 	40.724727808777644	0.5035119768884677
5123.729999999999	180204	0.12273954978026624	17.060217836353544		46.45089592348375 	131.85794410084685	0.7724580960203198
6271.2	54074	0.09468733482649418	50.82237198484662		96.28893281933283 	452.32599023922296	0.8427660926234583
5555.640000000025	79909	0.16576706585512635	6.417095125373862		10.885813757813036 	14.162768438547932	0.3420020823991151
