money	runtime_MS	subdagMeanMoneyFragment	subdagMeanResponseTime	subdagMinResponseTime	subdagMaxResponseTime	unfairness	subdagMeanMakespan	subdagMinMakespan	subdagMaxMakespan
1034.4799999999966	46619028	308.4061978972223	5.030575847480193	5.000091758523589	5.061059936436797 	0.12193635582641527	5.030575847480193	5.000091758523589	5.061059936436797
598.5500000000002	108818897	406.4304441791667	64.58964380814346	6.676555633460889	123.71561016810905 	231.38538288611556	64.58964380814346	6.676555633460889	123.71561016810905
637.8399999999995	91744804	254.8765582263889	14.482858507212773	5.741509941943339	23.224860331238407 	34.96537486083912	14.482858507212773	5.741509941943339	23.224860331238407
606.559999999999	311360208	291.20451953055556	5.004592453724034	5.000013751852646	5.009169276736039 	0.01830729204801873	5.004592453724034	5.000013751852646	5.009169276736039
636.4999999999994	92039320	254.9348133305556	14.487468739238683	5.741519642062645	23.224860331238407 	34.94693393273549	14.487468739238683	5.741519642062645	23.224860331238407
736.9999999999984	79896780	285.5885577625	5.017000622545687	5.000053536629256	5.033947708462119 	0.06778834366572539	5.017000622545687	5.000053536629256	5.033947708462119
830.7999999999992	46737349	282.94684016666673	5.623479410143518	5.01278219593383	6.413275365180758 	2.442788856838752	5.623479410143518	5.01278219593383	6.413275365180758
758.4400000000003	64669751	301.05764329444446	15.311050744327183	6.917352458607315	23.69931952529363 	33.53727880228922	15.311050744327183	6.917352458607315	23.69931952529363
586.5299999999992	210414604	292.5893285312499	14.377492383022071	5.013748969709457	41.23712900954735 	53.71927325305057	14.377492383022071	5.013748969709457	41.23712900954735
763.8000000000005	61974580	329.00912046250005	19.343371785957963	6.418268007979249	40.616756852863055 	51.24286929090495	19.343371785957963	6.418268007979249	40.616756852863055
