money	runtime_MS	subdagMeanMoneyFragment	subdagMeanResponseTime	subdagMinResponseTime	subdagMaxResponseTime	unfairness	subdagMeanMakespan	subdagMinMakespan	subdagMaxMakespan
1581.5099999999998	1818881288	896.5659264319445	1.343087663605844	1.3172561945524728	1.374150142636165 	0.05727889973688438	1.343087663605844	1.3172561945524728	1.374150142636165
1576.3249999999996	1823970526	902.5079540753472	1.347804393174765	1.3172561945524728	1.3893313706286097 	0.06311253777633208	1.347804393174765	1.3172561945524728	1.3893313706286097
1576.4099999999996	1823970526	905.7735476600694	1.344123661299663	1.3172561945524728	1.3746084431282015 	0.055403337569948086	1.344123661299663	1.3172561945524728	1.3746084431282015
1576.4949999999994	1823970526	895.3667728055557	1.3440090861766538	1.3172561945524728	1.374150142636165 	0.05516071168684955	1.3440090861766538	1.3172561945524728	1.374150142636165
1577.005	2266330796	1185.7750310006945	1.6765320443383032	1.6413047660431197	1.72877434336839 	0.05003833052850004	1.6765320443383032	1.6413047660431197	1.72877434336839
1573.69	3001061711	1197.9669844791667	2.212106813022256	2.1651431312055966	2.3280719531438256 	0.045843217951043846	2.212106813022256	2.1651431312055966	2.3280719531438256
1573.7749999999999	3001061711	1180.3197383496529	2.1792576517384528	2.1651431312055966	2.1966753080086128 	0.008400977315735358	2.1792576517384528	2.1651431312055966	2.1966753080086128
1573.69	3016521287	1194.8414411857639	2.1881067323144086	2.1846021509114215	2.1966753080086128 	0.0035701479492948884	2.1881067323144086	2.1846021509114215	2.1966753080086128
1573.69	3021610496	1177.0956743246527	2.189028149634677	2.1846021509114215	2.1966753080086128 	0.0031846613016812686	2.189028149634677	2.1846021509114215	2.1966753080086128
1573.6050000000002	3021911287	1212.6472949541667	2.22617746547207	2.1846021509114215	2.348958240639259 	0.04783931254444235	2.22617746547207	2.1846021509114215	2.348958240639259
