money	runtime_MS	subdagMeanMoneyFragment	subdagMeanResponseTime	subdagMinResponseTime	subdagMaxResponseTime	unfairness	subdagMeanMakespan	subdagMinMakespan	subdagMaxMakespan
1574.7099999999994	2326251522	1255.7625272503471	1.7220134786035757	1.6810144205212882	1.7682694121213534 	0.15662374806266888	1.7220134786035757	1.6810144205212882	1.7682694121213534
1574.7099999999994	2321161522	1257.1335578006942	1.7238429948433878	1.6810138476691217	1.7682694121213534 	0.17131544299273171	1.7238429948433878	1.6810138476691217	1.7682694121213534
1574.795	2406252810	1234.3713725965276	1.7431345543096086	1.6965558824168423	1.7682694323313823 	0.09414924554790582	1.7431345543096086	1.6965558824168423	1.7682694323313823
1574.71	2406252810	1248.1993461677084	1.757349664026746	1.6965558824168423	1.8251298711999315 	0.15100968441645501	1.757349664026746	1.6965558824168423	1.8251298711999315
1573.1800000000003	3459100060	1327.7074421927084	2.5081134860642846	2.50143760546346	2.5195146413885845 	0.022802310648599722	2.5081134860642846	2.50143760546346	2.5195146413885845
1574.8799999999999	2406253191	1247.5194249402778	1.7519040093257987	1.7426383065012565	1.7682694323313823 	0.03706166559383539	1.7519040093257987	1.7426383065012565	1.7682694323313823
1573.1800000000003	3454010851	1348.0356127302084	2.507192068744016	2.50143760546346	2.5195146413885845 	0.02464514528913675	2.507192068744016	2.50143760546346	2.5195146413885845
1574.7949999999998	2411342400	1233.3759350347223	1.7528254266460672	1.7426383065012565	1.7682694323313823 	0.033375996312761336	1.7528254266460672	1.7426383065012565	1.7682694323313823
1573.0950000000003	3459400851	1368.423870682639	2.5495690907185358	2.50143760546346	2.6890227292866635 	0.27890727713625507	2.5495690907185358	2.50143760546346	2.6890227292866635
1583.6349999999998	2406253162	1231.8245827868054	1.75190399902275	1.7426383065012565	1.7682694121213534 	0.03706166638597197	1.75190399902275	1.7426383065012565	1.7682694121213534
